,Country Name,Regional Indicator,Year,Life Ladder,Log GDP Per Capita,Social Support,Healthy Life Expectancy At Birth,Freedom To Make Life Choices,Generosity,Perceptions Of Corruption,Positive Affect,Negative Affect,Confidence In National Government
515,Denmark,Western Europe,2016,7.55778265,10.90015984,0.954451501,70.625,0.948230565,0.133582085,0.209893376,0.786007643,0.207583427,0.467660695
516,Denmark,Western Europe,2017,7.593702316,10.92155266,0.952100098,70.75,0.955416322,0.150644541,0.18114756,0.778525174,0.205775306,0.572353303
517,Denmark,Western Europe,2018,7.648785591,10.93629456,0.958218873,70.875,0.935437799,0.013477051,0.150607437,0.773032844,0.20605281,0.632478476
518,Denmark,Western Europe,2019,7.693003178,10.94753742,0.957706392,71.0,0.963318408,0.016351758,0.174150586,0.796859503,0.181070626,0.632999003
519,Denmark,Western Europe,2020,7.514631271,10.92447376,0.947371364,71.125,0.937931836,0.046843562,0.213841751,0.752573669,0.227101892,0.715797603
520,Denmark,Western Europe,2021,7.698747158,10.96755409,0.944926739,71.25,0.933439255,0.131484345,0.172680944,0.7918908,0.20642221,0.651709735
521,Denmark,Western Europe,2022,7.54496479,10.99429893,0.970306337,71.375,0.929547489,0.224115312,0.203140497,0.786820412,0.205441043,
594,Estonia,Central and Eastern Europe,2006,5.371054649,10.26864815,0.91006434,65.77999878,0.748576343,-0.267635405,0.796722651,0.589018345,0.215225026,0.44246769
595,Estonia,Central and Eastern Europe,2007,5.332044125,10.34626675,0.895631552,66.05999756,0.712120891,-0.24968648,0.742697179,0.588513255,0.176231012,0.420264125
596,Estonia,Central and Eastern Europe,2008,5.451937675,10.29626465,0.90372628,66.33999634,0.642325103,-0.221211687,0.662769675,0.594615102,0.217813089,0.33097899
597,Estonia,Central and Eastern Europe,2009,5.137738705,10.140028,0.873774767,66.62000275,0.61070931,-0.233255565,0.793151677,0.590579033,0.243074834,0.224486127
598,Estonia,Central and Eastern Europe,2011,5.486819744,10.23960781,0.908712626,67.18000031,0.735225379,-0.17141147,0.68678391,0.640869439,0.205158427,0.417540222
599,Estonia,Central and Eastern Europe,2012,5.363927841,10.27495861,0.889454544,67.45999908,0.696825743,-0.195185706,0.7928527,0.627043128,0.198966742,0.272975951
600,Estonia,Central and Eastern Europe,2013,5.367445946,10.29299641,0.900721788,67.73999786,0.753558695,-0.204260021,0.726356387,0.650512099,0.199018165,0.260637581
601,Estonia,Central and Eastern Europe,2014,5.55598259,10.32528877,0.917101741,68.01999664,0.773327112,-0.156480297,0.652447462,0.619621396,0.203439116,0.414985895
602,Estonia,Central and Eastern Europe,2015,5.628908634,10.34299374,0.917929649,68.30000305,0.814692378,-0.167214438,0.568734467,0.648784935,0.182694778,0.3366898
603,Estonia,Central and Eastern Europe,2016,5.649675369,10.37377071,0.937715113,68.52500153,0.842770696,-0.152972192,0.639085293,0.656822562,0.176869258,0.339834303
604,Estonia,Central and Eastern Europe,2017,5.938395977,10.42886448,0.93568635,68.75,0.861749232,-0.104624368,0.668402255,0.740096331,0.160164103,0.405946255
605,Estonia,Central and Eastern Europe,2018,6.091302395,10.46252823,0.932693779,68.97499847,0.885618389,-0.144695237,0.620677948,0.730264843,0.16318211,0.420202583
606,Estonia,Central and Eastern Europe,2019,6.034641266,10.49552727,0.934064329,69.19999695,0.886504352,-0.098686397,0.575754166,0.73842895,0.156279013,0.403306544
607,Estonia,Central and Eastern Europe,2020,6.452563763,10.48802662,0.957770467,69.42500305,0.954200566,-0.088427089,0.397834778,0.761690438,0.187679499,0.46480599
608,Estonia,Central and Eastern Europe,2021,6.553915501,10.56405163,0.945865035,69.65000153,0.925818324,0.047387216,0.441425771,0.760608435,0.176258042,0.519263983
609,Estonia,Central and Eastern Europe,2022,6.357114315,10.57135296,0.933332503,69.875,0.903950691,0.13574183,0.39030093,0.766957283,0.186810568,
623,Finland,Western Europe,2006,7.672449112,10.74531746,0.964562833,68.72000122,0.968580484,-0.008802262,0.132430181,0.682818532,0.172133937,0.757926285
624,Finland,Western Europe,2008,7.67062664,10.79585457,0.9513399,69.16000366,0.934178948,0.023362774,0.216567531,0.691433728,0.143538713,0.723243475
625,Finland,Western Europe,2010,7.393264294,10.73366833,0.935481369,69.59999847,0.916009128,0.086896256,0.4125157,0.758084536,0.202094659,0.46184361
626,Finland,Western Europe,2011,7.354225159,10.75419044,0.937856853,69.81999969,0.936448395,0.097216822,0.319593191,0.708862185,0.20523864,0.565402389
627,Finland,Western Europe,2012,7.420209408,10.73535824,0.927739382,70.04000092,0.920968115,-0.00531166,0.360733956,0.742233932,0.201654434,0.597941577
628,Finland,Western Europe,2013,7.444635868,10.72169304,0.940869093,70.26000214,0.918625355,0.035325918,0.305770457,0.751642883,0.194672555,0.420593739
629,Finland,Western Europe,2014,7.384571075,10.71390152,0.952016532,70.48000336,0.933043957,-0.005021296,0.265479892,0.766498208,0.198813885,0.468558848
630,Finland,Western Europe,2015,7.447925568,10.71602917,0.947800577,70.69999695,0.929861903,0.107025452,0.223369658,0.736426234,0.191057593,0.55760026
631,Finland,Western Europe,2016,7.659843445,10.74088192,0.953940451,70.77500153,0.948372185,-0.031104423,0.249659568,0.768805683,0.181998447,0.485727251
632,Finland,Western Europe,2017,7.788251877,10.7699604,0.963826418,70.84999847,0.962198973,-0.006553295,0.192412779,0.755857646,0.176065788,0.59753859
633,Finland,Western Europe,2018,7.85810709,10.77996635,0.962155044,70.92500305,0.937807381,-0.131461874,0.198604837,0.748826444,0.181780651,0.555102229
634,Finland,Western Europe,2019,7.780347824,10.79103756,0.93741554,71.0,0.947616696,-0.055772819,0.195338428,0.732282341,0.180732876,0.63918817
635,Finland,Western Europe,2020,7.889349937,10.76730347,0.961620748,71.07499695,0.962423682,-0.121018246,0.163635895,0.74793905,0.192897573,0.808632851
636,Finland,Western Europe,2021,7.794377804,10.79452896,0.97028929,71.15000153,0.96318984,-0.037466645,0.191753656,0.75161171,0.175448626,0.713731229
637,Finland,Western Europe,2022,7.728998184,10.81419277,0.974395156,71.22499847,0.958609104,0.102147363,0.190206692,0.741322875,0.191473112,
638,France,Western Europe,2005,7.093392849,10.63676929,0.940338254,70.69999695,0.89481926,,0.687850833,0.681277752,0.225094199,0.324883521
639,France,Western Europe,2006,6.582700253,10.65402985,0.943929076,70.80000305,0.789120734,0.122206368,0.699270129,0.694246352,0.288682431,0.361352921
640,France,Western Europe,2008,7.008064747,10.66879368,0.935350597,71.0,0.833327115,-0.034874737,0.668875813,0.702371597,0.280619293,0.452659398
641,France,Western Europe,2009,6.283498287,10.63450909,0.918158531,71.09999847,0.798213184,-0.085721143,0.654168189,0.691047668,0.303366601,0.474448889
642,France,Western Europe,2010,6.797901154,10.64888763,0.942954779,71.19999695,0.849702179,-0.107351415,0.622954249,0.728971004,0.260568112,0.401466221
643,France,Western Europe,2011,6.959185123,10.6657505,0.92128557,71.30000305,0.903366625,-0.1062987,0.626624525,0.718365848,0.280994773,0.375089258
644,France,Western Europe,2012,6.649365425,10.6640377,0.93709743,71.40000153,0.841320336,-0.152917221,0.607905269,0.705462158,0.252988011,0.44062534
645,France,Western Europe,2013,6.66712141,10.66461849,0.907690823,71.5,0.877795756,-0.128365621,0.699069381,0.741086423,0.204969689,0.395130515
646,France,Western Europe,2014,6.466867924,10.66945267,0.877504528,71.59999847,0.803474188,-0.121955782,0.655637443,0.758671105,0.215893835,0.263801724
647,France,Western Europe,2015,6.357625008,10.67696476,0.895719409,71.69999695,0.817036211,-0.14313674,0.640602052,0.740427256,0.215400279,0.328252703
648,France,Western Europe,2016,6.475208759,10.68522072,0.884922922,71.80000305,0.786780477,-0.095159575,0.622697055,0.714936078,0.27003625,0.283978164
649,France,Western Europe,2017,6.635222435,10.70497513,0.931494594,71.90000153,0.83389014,-0.127265558,0.601486027,0.715806305,0.241983935,0.37479353
650,France,Western Europe,2018,6.665903568,10.71986866,0.921463072,72.0,0.816377223,-0.14162302,0.581775308,0.705308378,0.282451361,0.380547434
651,France,Western Europe,2019,6.689644337,10.73471642,0.958348095,72.09999847,0.827240825,-0.137017593,0.568272293,0.692844808,0.250415534,0.381849229
652,France,Western Europe,2020,6.714111805,10.65096092,0.947354019,72.19999695,0.823386312,-0.173693419,0.564640582,0.68962425,0.23095043,0.410406649
653,France,Western Europe,2021,6.656206608,10.71426487,0.914597511,72.30000305,0.836917698,-0.102300741,0.56081295,0.684601307,0.268417448,0.433520496
654,France,Western Europe,2022,6.613806725,10.7368784,0.865514636,72.40000153,0.798249364,-0.024987714,0.532776713,0.688189685,0.248723462,
671,Georgia,Commonwealth of Independent States,2006,3.675108433,8.993415833,0.64663595,63.29999924,0.552592635,-0.269846261,0.751933634,0.352651566,0.269383609,0.462540299
672,Georgia,Commonwealth of Independent States,2007,3.707194567,9.117116928,0.54836905,63.40000153,0.463722527,-0.269574046,0.697340012,0.350956768,0.235846743,0.327633679
673,Georgia,Commonwealth of Independent States,2008,4.15609026,9.144052505,0.607512712,63.5,0.6139974,-0.227183968,0.49799946,0.371024489,0.261508077,0.507006943
674,Georgia,Commonwealth of Independent States,2009,3.800639153,9.115746498,0.54351306,63.59999847,0.495314002,-0.235442042,0.534585297,0.391252249,0.242350146,0.426240921
675,Georgia,Commonwealth of Independent States,2010,4.101837158,9.183660507,0.540388942,63.70000076,0.557857931,-0.250554293,0.459736317,0.401716352,0.242536306,0.616302013
676,Georgia,Commonwealth of Independent States,2011,4.203030586,9.263072014,0.502937376,63.79999924,0.632464528,-0.257870644,0.353346407,0.421274066,0.246770427,0.657343626
677,Georgia,Commonwealth of Independent States,2012,4.254445553,9.332181931,0.532586455,63.90000153,0.65872401,-0.272034407,0.320887595,0.443486065,0.250087857,0.610841632
678,Georgia,Commonwealth of Independent States,2013,4.348920822,9.370764732,0.559165776,64.0,0.722127616,-0.257166564,0.348713607,0.467081726,0.199907079,0.633562744
679,Georgia,Commonwealth of Independent States,2014,4.287508011,9.413660049,0.558420002,64.09999847,0.71978116,-0.236095175,0.415525645,0.458110958,0.204327509,0.528196216
680,Georgia,Commonwealth of Independent States,2015,4.121940613,9.441860199,0.517371595,64.19999695,0.639944971,-0.207956687,0.50241679,0.44771415,0.233192086,0.254327297
681,Georgia,Commonwealth of Independent States,2016,4.448386192,9.469911575,0.533412278,64.32499695,0.606468379,-0.252358049,0.560924053,0.474852562,0.223224476,0.344541132
682,Georgia,Commonwealth of Independent States,2017,4.45077467,9.517067909,0.590495169,64.44999695,0.820908785,-0.247112513,0.589631975,0.495819479,0.209639609,0.296396226
683,Georgia,Commonwealth of Independent States,2018,4.659097195,9.564751625,0.617218554,64.57499695,0.7751441,-0.235978231,0.754853785,0.479062021,0.243778914,0.300006181
684,Georgia,Commonwealth of Independent States,2019,4.89183569,9.615089417,0.674976051,64.69999695,0.81053412,-0.262911677,0.647223175,0.502834857,0.243710026,0.405210346
685,Georgia,Commonwealth of Independent States,2020,5.123143196,9.54440403,0.71834594,64.82499695,0.764352381,-0.22259675,0.582734704,0.572584391,0.294512063,0.518526018
686,Georgia,Commonwealth of Independent States,2021,4.911273479,9.647734642,0.670689464,64.94999695,0.777061343,-0.287350744,0.723406911,0.509632826,0.240043506,0.443020523
687,Georgia,Commonwealth of Independent States,2022,5.292755127,9.746482849,0.754490972,65.07499695,0.820903182,-0.252852231,0.65517211,0.50332123,0.233324438,
688,Germany,Western Europe,2005,6.619549751,10.69079208,0.963490367,69.90000153,0.846623778,,0.781006813,0.684764624,0.197262481,0.321758807
689,Germany,Western Europe,2007,6.416819572,10.76004124,0.925937593,69.94000244,0.800878227,0.162688553,0.792179406,0.646914542,0.230811894,0.34976545
690,Germany,Western Europe,2008,6.521790028,10.77149582,0.923211336,69.95999908,0.765556991,,0.758266151,0.67213124,0.220000386,0.357918292
691,Germany,Western Europe,2009,6.64149332,10.71540546,0.934782326,69.98000336,0.843784511,0.122891895,0.689930737,0.684358895,0.206444725,0.519230902
692,Germany,Western Europe,2010,6.724531174,10.75788689,0.939308643,70.0,0.842656434,0.090753429,0.688005984,0.697530389,0.182344139,0.395424008
693,Germany,Western Europe,2011,6.621312141,10.81492519,0.947236657,70.01999664,0.906293273,0.028501119,0.677172124,0.685721278,0.165199533,0.424583137
694,Germany,Western Europe,2012,6.702362061,10.81722355,0.926406622,70.04000092,0.904440463,0.066588588,0.67923671,0.699049354,0.169576168,0.516928196
695,Germany,Western Europe,2013,6.965125084,10.81886101,0.931420565,70.05999756,0.894312978,0.019869423,0.56579423,0.693133771,0.204995915,0.557760656
696,Germany,Western Europe,2014,6.984214306,10.83654785,0.937558949,70.08000183,0.898683429,0.083434992,0.473952919,0.738942146,0.187844872,0.601368845
697,Germany,Western Europe,2015,7.037137508,10.84269905,0.925923228,70.09999847,0.889428854,0.173345014,0.412168294,0.72238481,0.20270516,0.628003657
698,Germany,Western Europe,2016,6.873763084,10.85668278,0.906029284,70.30000305,0.870515049,0.14399913,0.445922136,0.709376156,0.187254936,0.552613556
699,Germany,Western Europe,2017,7.074324608,10.87939453,0.892166078,70.5,0.840727866,0.140681192,0.414021194,0.707113683,0.196434811,0.622935653
700,Germany,Western Europe,2018,7.118364334,10.88615417,0.919763148,70.69999695,0.8768875,0.029869491,0.495673954,0.740174949,0.243214577,0.592990577
701,Germany,Western Europe,2019,7.035472393,10.89440918,0.885667324,70.90000153,0.884751558,0.052630946,0.46225515,0.712461114,0.22617121,0.568460405
702,Germany,Western Europe,2020,7.311897755,10.85592365,0.905080497,71.09999847,0.864356041,-0.066006646,0.424088776,0.698266089,0.205927119,0.654063106
703,Germany,Western Europe,2021,6.754523754,10.88143158,0.86758256,71.30000305,0.778439999,0.075374454,0.417581916,0.70333302,0.251194686,0.604759932
704,Germany,Western Europe,2022,6.608206749,10.89852619,0.915808022,71.5,0.895221889,0.080924116,0.41657716,0.668037117,0.200957254,
722,Greece,Western Europe,2005,6.006309986,10.45363522,0.836539447,69.59999847,0.734171808,,0.860563099,0.597686529,0.263643026,0.487543494
723,Greece,Western Europe,2007,6.646961212,10.53528214,0.808002651,69.76000214,0.575308859,-0.193870589,0.844570935,0.629187405,0.22174412,0.38142845
724,Greece,Western Europe,2009,6.038574696,10.48268032,0.793317616,69.91999817,0.443107843,-0.296518505,0.958768308,0.614257872,0.253589481,0.316206783
725,Greece,Western Europe,2010,5.839558601,10.42505169,0.868422449,70.0,0.484110981,-0.306295633,0.954113841,0.580756307,0.291516393,0.236502409
726,Greece,Western Europe,2011,5.372039795,10.31951046,0.85155499,70.08000183,0.528125942,-0.318965465,0.941152513,0.551990569,0.322790802,0.175151214
727,Greece,Western Europe,2012,5.096354008,10.2514143,0.81214112,70.16000366,0.37261042,-0.307540685,0.958908975,0.544410706,0.351506293,0.126218989
728,Greece,Western Europe,2013,4.720251083,10.23318386,0.686650038,70.23999786,0.425966531,-0.27519241,0.941309869,0.570836425,0.482183158,0.143608585
729,Greece,Western Europe,2014,4.75623703,10.24459076,0.832333207,70.31999969,0.369156331,-0.290902495,0.930213809,0.597015142,0.385433316,0.188292742
730,Greece,Western Europe,2015,5.622519016,10.24921608,0.834824681,70.40000153,0.531736314,-0.275128067,0.823959649,0.636590421,0.277412534,0.437318921
731,Greece,Western Europe,2016,5.302619457,10.24849224,0.802605867,70.52500153,0.481616855,-0.263096809,0.898470819,0.593827844,0.336207509,0.132486552
732,Greece,Western Europe,2017,5.14824152,10.26133156,0.752899528,70.65000153,0.438300014,-0.292710543,0.87223947,0.51590848,0.332830757,0.139880896
733,Greece,Western Europe,2018,5.40928936,10.27990723,0.793500781,70.77500153,0.564455688,-0.33752656,0.860302389,0.563627839,0.255006582,0.157048658
734,Greece,Western Europe,2019,5.952157497,10.29962921,0.890809536,70.90000153,0.613584101,-0.291155934,0.848003805,0.559758365,0.235946462,0.396424621
735,Greece,Western Europe,2020,5.787615776,10.2074194,0.778536558,71.02500153,0.56461364,-0.244104847,0.764324546,0.629382133,0.321684211,0.397469759
736,Greece,Western Europe,2021,6.104214191,10.2937727,0.85032618,71.15000153,0.574029803,-0.158694386,0.751816869,0.623556495,0.310851872,0.401736408
737,Greece,Western Europe,2022,5.90045929,10.36369228,0.875312984,71.27500153,0.562556148,-0.316424966,0.874286056,0.588629067,0.182714,
805,Hungary,Central and Eastern Europe,2005,5.193933487,10.10293579,0.929628253,65.0,0.696874499,,0.902810693,0.578233123,0.290326953,0.360526353
806,Hungary,Central and Eastern Europe,2007,4.953917027,10.14751434,0.93065387,65.31999969,0.538498104,-0.164230525,0.895177424,0.600212455,0.230282992,0.24971357
807,Hungary,Central and Eastern Europe,2009,4.894600391,10.09254742,0.900874496,65.63999939,0.464373112,-0.128532365,0.914700747,0.575199783,0.227890417,0.199941784
808,Hungary,Central and Eastern Europe,2010,4.725132465,10.10551262,0.895693719,65.80000305,0.513835371,-0.148766279,0.98327601,0.574385524,0.234813049,0.251568109
809,Hungary,Central and Eastern Europe,2011,4.917602539,10.1268425,0.893662214,65.95999908,0.631100118,-0.092765242,0.939908028,0.586092055,0.304519564,0.35979417
810,Hungary,Central and Eastern Europe,2012,4.683358192,10.11942577,0.906113982,66.12000275,0.56923151,-0.139944121,0.930297315,0.581948757,0.315398008,0.209778264
811,Hungary,Central and Eastern Europe,2013,4.914466858,10.14004421,0.877318323,66.27999878,0.673728287,-0.116701461,0.911533177,0.646606326,0.306724131,0.327895939
812,Hungary,Central and Eastern Europe,2014,5.18056345,10.18418884,0.844735265,66.44000244,0.494474709,-0.153600752,0.855361402,0.577916741,0.237619638,0.308385164
813,Hungary,Central and Eastern Europe,2015,5.34438324,10.22297001,0.858733833,66.59999847,0.557721376,-0.201611146,0.907530308,0.649912417,0.244536385,0.279211909
814,Hungary,Central and Eastern Europe,2016,5.448901653,10.24769211,0.899511576,66.75,0.55395174,-0.190678656,0.924185812,0.589961708,0.24332577,0.30377233
815,Hungary,Central and Eastern Europe,2017,6.065038681,10.29218388,0.876747549,66.90000153,0.661165953,-0.14313136,0.886361301,0.643605471,0.180921271,0.377770513
816,Hungary,Central and Eastern Europe,2018,5.935770988,10.34568596,0.940591395,67.05000305,0.692627072,-0.246664539,0.911277413,0.59467715,0.201082885,0.388044029
817,Hungary,Central and Eastern Europe,2019,6.000259876,10.39357376,0.94651556,67.19999695,0.798041046,-0.198927522,0.883571446,0.652892768,0.180348128,0.483934194
818,Hungary,Central and Eastern Europe,2020,6.038049698,10.34918594,0.943400383,67.34999847,0.77096808,-0.125335947,0.836105108,0.661645353,0.24005194,0.428733259
819,Hungary,Central and Eastern Europe,2021,6.226647854,10.42207718,0.947892129,67.5,0.727489948,-0.044104263,0.831555367,0.668148637,0.191949174,0.416566133
820,Hungary,Central and Eastern Europe,2022,5.861183167,10.48420715,0.937058866,67.65000153,0.775502026,-0.008475153,0.848249376,0.628221273,0.250135899,
821,Iceland,Western Europe,2008,6.888284206,10.8780365,0.977429569,71.19999695,0.885196149,0.266203701,0.708049297,0.851445079,0.153068438,0.238103107
822,Iceland,Western Europe,2012,7.590660095,10.78808689,0.978965282,71.59999847,0.904654503,0.236324042,0.758585632,0.816949069,0.157153815,0.257335573
823,Iceland,Western Europe,2013,7.501394272,10.82314682,0.967144907,71.69999695,0.9232077,0.300540924,0.712598741,0.80226624,0.15627557,0.456565946
824,Iceland,Western Europe,2015,7.498070717,10.86174393,0.980283201,71.90000153,0.94048512,0.295826077,0.638661802,0.794291139,0.179504439,0.427228123
825,Iceland,Western Europe,2016,7.510034561,10.90899277,0.984940052,71.92500305,0.951609552,0.276071131,0.719299555,0.807857871,0.158169165,0.363518298
826,Iceland,Western Europe,2017,7.476213932,10.92663097,0.966752827,71.94999695,0.938783288,0.241254017,0.726845384,0.823209763,0.148160011,0.365041941
827,Iceland,Western Europe,2019,7.532504559,10.94945812,0.981824577,72.0,0.959470093,,0.698707938,0.787222624,0.17770353,0.521377087
828,Iceland,Western Europe,2020,7.575489521,10.86235046,0.983286083,72.02500153,0.948627174,0.153187588,0.64406389,0.808147848,0.171795145,0.592407286
829,Iceland,Western Europe,2021,7.564624786,10.88904572,0.97985822,72.05000305,0.923243344,0.257897198,0.664465606,0.805808485,0.1591032,0.633886755
830,Iceland,Western Europe,2022,7.448794365,10.935112,0.984801114,72.07499695,0.935669005,0.221910581,0.692434132,0.768394172,0.177992821,
893,Ireland,Western Europe,2006,7.144246578,10.98210621,0.967041135,69.62000275,0.943274736,0.236722007,0.472848564,0.814784765,0.208633751,0.632926881
894,Ireland,Western Europe,2008,7.568029881,10.93867207,0.982521713,69.86000061,0.894108713,0.316799462,0.486994654,0.745194614,0.147759244,0.513727903
895,Ireland,Western Europe,2009,7.045911312,10.87621307,0.958702445,69.98000336,0.834729671,0.310157329,0.579600155,0.745341063,0.232698768,0.29256928
896,Ireland,Western Europe,2010,7.257389545,10.88745403,0.972885907,70.09999847,0.85602957,0.342997938,0.618024111,0.762811244,0.200655416,0.332579374
897,Ireland,Western Europe,2011,7.006904125,10.89139748,0.977377594,70.22000122,0.952034354,0.378097326,0.589912653,0.786443889,0.19030945,0.529104173
898,Ireland,Western Europe,2012,6.964645386,10.88710403,0.961785913,70.33999634,0.90219456,0.297067612,0.572632253,0.721398354,0.236661568,0.3458727
899,Ireland,Western Europe,2013,6.760085106,10.89303303,0.955188334,70.45999908,0.883772016,0.326395363,0.558394194,0.744001567,0.245267823,0.285015553
900,Ireland,Western Europe,2014,7.018379211,10.96867847,0.967744648,70.58000183,0.921629548,0.258487821,0.406036258,0.736091077,0.228723049,0.459882379
901,Ireland,Western Europe,2015,6.830125332,11.1773243,0.95294255,70.69999695,0.892276943,0.227723688,0.408756912,0.748266399,0.225349247,0.571841061
902,Ireland,Western Europe,2016,7.04073143,11.18590355,0.958144009,70.80000305,0.874589145,0.170545131,0.398544312,0.744257927,0.211063311,0.574739754
903,Ireland,Western Europe,2017,7.060155392,11.26124382,0.943481982,70.90000153,0.905341148,0.212120265,0.33708474,0.771208107,0.212784126,0.603799641
904,Ireland,Western Europe,2018,6.962335587,11.33068848,0.937862396,71.0,0.861471593,0.139545679,0.362210244,0.753603339,0.213050067,0.618405282
905,Ireland,Western Europe,2019,7.254841328,11.36999321,0.943726361,71.09999847,0.892458677,0.068902165,0.372803569,0.758422494,0.223299861,0.581215978
906,Ireland,Western Europe,2020,7.034930706,11.41971016,0.960311055,71.19999695,0.882098258,0.002064911,0.355632722,0.752608776,0.246447265,0.588148296
907,Ireland,Western Europe,2021,6.827651978,11.53758144,0.849838138,71.30000305,0.846344113,0.132696584,0.360423386,0.732733727,0.245210573,0.623389423
908,Ireland,Western Europe,2022,6.869863987,11.62491417,0.906079292,71.40000153,0.895009518,0.140264258,0.357812256,0.737860203,0.234125689,
926,Italy,Western Europe,2005,6.853783607,10.697855,0.928000689,70.59999847,0.802194953,,0.943912327,0.606102049,0.294698149,0.238738
927,Italy,Western Europe,2007,6.574412346,10.72230911,0.912292421,70.80000305,0.684297025,0.10959781,0.922196567,0.64994818,0.303445637,0.30342415
928,Italy,Western Europe,2008,6.779774189,10.70601845,0.87966311,70.90000153,0.543076873,0.04538811,0.945625067,0.587876499,0.267580599,0.363116562
929,Italy,Western Europe,2009,6.333800316,10.64720726,0.880312502,71.0,0.700550497,0.236602083,0.889984667,0.715410948,0.279377729,0.399521708
930,Italy,Western Europe,2010,6.354238033,10.66111946,0.872384131,71.09999847,0.737738907,-0.063367099,0.921075165,0.535315871,0.235879943,0.333916396
931,Italy,Western Europe,2011,6.057086468,10.66644764,0.913309336,71.19999695,0.567738414,-0.021660324,0.933460951,0.610143721,0.265567929,0.259559691
932,Italy,Western Europe,2012,5.839313984,10.63348961,0.86948663,71.30000305,0.570094943,0.109010942,0.908323646,0.651434124,0.387652248,0.280694604
933,Italy,Western Europe,2013,6.009373665,10.60331535,0.916296065,71.40000153,0.499168754,-0.106092438,0.942639291,0.701823175,0.356616199,0.145972148
934,Italy,Western Europe,2014,6.026585102,10.59409428,0.89789933,71.5,0.623531222,-0.068665512,0.919959545,0.658744931,0.356019616,0.309035748
935,Italy,Western Europe,2015,5.847683907,10.60281086,0.908986509,71.59999847,0.574765742,-0.068002611,0.912753046,0.646101654,0.329209089,0.260625869
936,Italy,Western Europe,2016,5.95452404,10.61736202,0.927212834,71.67500305,0.623741627,-0.084348761,0.902801216,0.632481337,0.339173585,0.23759909
937,Italy,Western Europe,2017,6.198870182,10.63540173,0.919791222,71.75,0.632843256,-0.038876455,0.866667926,0.612839162,0.322846144,0.230196297
938,Italy,Western Europe,2018,6.516526699,10.64651775,0.912656128,71.82499695,0.650009274,-0.025133574,0.887824833,0.597976208,0.402975351,0.206626192
939,Italy,Western Europe,2019,6.445416927,10.6628685,0.83840245,71.90000153,0.709478855,-0.086302891,0.865528047,0.568893611,0.327960074,0.221925855
940,Italy,Western Europe,2020,6.488356113,10.57298946,0.889824033,71.97499847,0.718155444,-0.154799536,0.844094574,0.613840938,0.311002165,0.374515772
941,Italy,Western Europe,2021,6.4667449,10.64374352,0.885533631,72.05000305,0.702845216,-0.094107211,0.862317502,0.634286821,0.318436861,0.354293913
942,Italy,Western Europe,2022,6.258476734,10.68542004,0.869363606,72.125,0.710519016,0.028278332,0.818708301,0.624130607,0.298130304,
997,Kazakhstan,Commonwealth of Independent States,2006,5.475948334,9.804372787,0.87208885,58.0,0.730545938,-0.277468532,0.864982486,0.601881087,0.185065165,0.733144045
998,Kazakhstan,Commonwealth of Independent States,2007,5.718553543,9.878193855,0.860892773,58.59999847,0.806299686,-0.249100327,0.865183055,0.556681812,0.178508401,0.711158633
999,Kazakhstan,Commonwealth of Independent States,2008,5.886419773,9.891931534,0.839467227,59.20000076,0.72658366,-0.223902792,0.899163663,0.613463759,0.15972586,0.686738968
1000,Kazakhstan,Commonwealth of Independent States,2009,5.382563114,9.884036064,0.892997801,59.79999924,0.856448293,-0.253012896,0.844568431,0.594705462,0.128599972,0.711023688
1001,Kazakhstan,Commonwealth of Independent States,2010,5.514286518,9.940361977,0.90378648,60.40000153,0.784851849,-0.218688875,0.82270366,0.655472875,0.148950696,0.706021845
1002,Kazakhstan,Commonwealth of Independent States,2011,5.735662937,9.997436523,0.904971361,61.0,0.877888083,-0.239027992,0.801724195,0.622470558,0.154433981,0.716494739
1003,Kazakhstan,Commonwealth of Independent States,2012,5.759469509,10.03023338,0.891716659,61.59999847,0.839832306,-0.174721926,0.876681805,0.666791737,0.1843815,0.726160645
1004,Kazakhstan,Commonwealth of Independent States,2013,5.835483074,10.07410812,0.889009714,62.20000076,0.781591058,-0.232905626,0.819989383,0.629011273,0.164444029,0.662005246
1005,Kazakhstan,Commonwealth of Independent States,2014,5.970097542,10.10052395,0.79529345,62.79999924,0.799462974,0.000290353,0.805351257,0.670954347,0.169456705,0.603504002
1006,Kazakhstan,Commonwealth of Independent States,2015,5.949995041,10.09783745,0.931349277,63.40000153,0.740132809,-0.040709618,0.713844299,0.682067513,0.173994005,0.816247523
1007,Kazakhstan,Commonwealth of Independent States,2016,5.533551693,10.09455681,0.927810669,63.79999924,0.782805562,-0.039769776,0.702016652,0.640658498,0.15541473,0.759726167
1008,Kazakhstan,Commonwealth of Independent States,2017,5.882351398,10.12113476,0.914093196,64.19999695,0.745243967,-0.038564846,0.755250692,0.697624922,0.171486408,0.755705774
1009,Kazakhstan,Commonwealth of Independent States,2018,6.00763607,10.14817142,0.936656713,64.59999847,0.84018296,-0.101779088,0.82378298,0.610876977,0.161542282,0.615031958
1010,Kazakhstan,Commonwealth of Independent States,2019,6.272268295,10.17929173,0.951050103,65.0,0.852387428,-0.058803622,0.708279192,0.711475492,0.139132932,0.671793461
1011,Kazakhstan,Commonwealth of Independent States,2020,6.168269157,10.1409874,0.966448963,65.40000153,0.872100115,-0.060331773,0.660798848,0.619988978,0.150359914,0.719707191
